content_final,score
terrible app repeatedly fails acknowledge pin ridiculously slow load play compared netflix prime app atrocious,0
great content trash app never load,0
doesnt work all say error 83 samsung a51 5g,0
option watching minimized window am a multitasker cant dedicate phone only disney plus netflix youtube twitch do disney probably make way money them is option available,0
consistently crash my android tv,0
just keep loading recently cant get the app vpn using network connection prefect whats going,0
dont care this app,0
absolutely usless certain phone doesnt ever load buffer hulu netflix work fine,0
it load load load more could actually watch movie spend money watch i would love it just got app 2 day ago im already fed ,0
disgusting people praying child uninstall garbage,0
sadly didnt work my s8 crashed everytime i tried login dont really know whats wrong,0
server down please fix,0
can play video the update,0
have galaxy a52 app not play matter good the connection the app load i sign and choose show it never play,0
nothing ever load,0
app hasnt opened worked my phone over month get stuck loading screen whats point paying this b,0
not working,0
time delete let rat die f the company new censorship your show reason deleted netflix hope one day all grow stop hiing your product,0
worst streaming service avaible download least 10 movie at least 7 them give an error code meanwhile am always able use primevideo without problem every single movie download prime actualy work error code dont even exist a year can confirm fixed absolutely nothing facewithtearsofjoy ,0
cannot get the app,0
app doesnt load keep giving an error code 142,0
suck attempted log accidentally put the wrong password it locked ip adress,0
load forever not all downloads dont often work manage download you cant watch offline,0
horrendous buffering download issue not always present ha consistent the past month,0
doesnt load bad update,0
app suck doesnt even everything thats disney take disney is johnny depp,0
app working about month ago cannot use app any device is horrible done remedy deleting the app installing back restarting router updating my phone nothing disney i expect making pay much subscription price i would have superior service you even a working app,0
just say having trouble connecting to service every time,0
you tried cancelling subscription it longer needed impossible do disney profile disney app show service a google play subscription actually set up disney website then downloaded the app the fact wonder doe show google play subscription list never subscribe google play anway never never cant help feel a cynical design flaw this is i dislike business large american corporation greed a disease the whole country would quaratine really bug is the help email address listed is no longer in use are big company bloody incompetent it come communication,0
wa fine then lately wont load,0
similarly im getting error code 142 42 only seems affect android device wifi i use mobile data load fine disney plus app io on desktop site load fine also if android app giving problem can try or use device cancel service might an issue the wifi router maybe since are getting error could out date hope fix if hope help anyone these error,0
cant watch anything all display black screen even it worked selection show movie still horrible,0
install uninstall app numerous occasion still get same message error code 41 check internet internet fine work 1 6 device our household thinking of cancelling subscription altogether very disappointed disney ,0
disney disgusting,0
play 20 second each video best give go completely black closed and of course disney plus content library weak anyway even if it function a basic level,0
doesnt work my mobile launch splash screen a wee spinney icon spin,0
worst app ever app work then time try load again freeze force stopping app nothing you literally to uninstall reinstall app love content disney plus but hassle make just use hbo paramount i hope get fixed soon,0
take the thing saying subscribe wa good far,0
worst app ever cant even open without various error code literally waste money issue any streaming apps disney doesnt work,0
since last update get what i like call spinning circle death i try open app my phone a better job disney,0
app wont even load profile screen,0
take forever load at downloads also dont play offline they wont delete selecting clicking the trash icon thing working fine so sure change occurred caused product downgrade using disney my browser more reliable this app,0
company need check moral,0
cant get app work my tv i cancelled 3 month ago you still taking monthly payment outi would like cancelled my money back,0
cancel free jonny deep,0
over year using app stopped working all device tv laptop amazon fire stick tried troubleshooting everything no success be cancelling,0
wa subscriber i knew disney to johnny i canceled subscription you deprived u the best johnny movie based false accusation i never subscribe see anything disney produce,0
app longer open my phone galaxy s21,0
waste time this app take money you will never get use customer support a joke steer clear,0
updated app now tell that only available certain region wont open just signed last night the hulu bundle know im extremely aggrevated since ive already billed this thanks for letting know this i paid money,0
dont bother downloading paying google pay disney directly app wont work unless phone and when call disney say google hasnt sent the confirmation going on 3 month google ha no customer service im basically sol thanks for nothing,0
need solve subtitle issue,0
horrible keep laughing between show would download unless u want wait 5 minute load to watch 5 second the show watch it load,0
never load use wifi cell service still a connection issue not app,0
wont open my phone,0
dont store positional data disney youve watched x minute it wont remember would great if that could fixed slightlysmilingface ,0
keep telling my pin wrong log my account it adult account unable change pin it tell i dont connection,0
trashy,0
poor performance app offline downloads not work sd card hdr garbage,0
app down fix,0
keep loading,0
labeling johnny depp guilty remember innocent proven guilty,0
application worst always kicked another country,0
working updated app now wont load error 42,0
disney disappointed a time app so,0
slow useless,0
app crash soon i open freeze stop loading screen i manage get program soon i press start watching screen just stay black tried switching wifi 5g data still issue canceled subscription i havent able to watch anything age uninstaling app,0
only work part the time,0
lost ability screen mirror my kid tv it wasnt new enough be able download app great job guess kid tv wont need disney plus anymore since cant screen mirror aka cancel subscription,0
lagging compared other app downloading speed slow encountered few failed downloads,0
im issue different device say may be able play certain region doesnt allow try anything else ive being charge over couple year issue stated within last year disney a family name our house hold ive grown with sort disney option get together starting feel if family being ripped by disney plus dont hiccup to charge account yet is the loyalty your end,0
app really starting bug first deal glitchy video play i deal no sound now ive had to update card ive found impossible to do tf running app 3rd grade drop,0
paid a year subscription app just buffer the movie series want watch id like know a refund possible i paid a service i not use the problem on end,0
never work any my android device embarrassingly poor execution all streaming apps work fine,0
terrible extremely irritating pay an app i cant ever use my phone half time cant get to work my laptop issue need fixed i apparently not the only person the issue,0
what disney yeah thanks ill keep money justiceforjohnydepp,0
working any my device,0
the hell i get disneyplus espn espnplus direction given where hulu couldnt find button that app anywhere im beginning think disney a scam,0
cant log,0
work some device recently stopped working amazon firestick is irritating now have use my xbox watch tv,0
child exploitation abuse seems rife disney money both plus service now staying my account hopefully lose many subscriber,0
app recently stopped working cant get past initial load screen,0
impossible delete swear,0
wont download play despite good connection cant watch partial downloads waste you plan be away the city,0
quite userfriendly netflix mqjor issue video loadinghanging 36 time a 20 minute episode resume pressing back 10sec forward 10sec it super annoying bandwidth fine this not issue other streaming service,0
really bad app have search every time want watch something i,0
letting subscribe,0
like content horrible server always crushing almost never work pc the app roll dice is a real scam,0
app nothing garbage sign went app when try pick show me watch kept saying unable play i dont know deal whoever made need fix because is getting ridiculous is everytime always happened no reason this thing shouldnt acting like oh and bye the way the reason that this rate get one star nothing else ,0
not load it getting old also looking like im going unsubscribe they support pedophile watch marvel starwars the simpson,0
dont usually rate apps really tell im serious this fact app wont get past loading screen a fair reason download the disney app imo you should stick to the tvpc option,0
jhonny deep flexedbiceps ,0
unable access just loading screen,0
romanian subtitle available,0
disappointing worked fine about three week no matter click error code 41 chatted four different tech their recommendation still glitchy 5222 still issue work awhile wont sign and error code keep popping if could give negative star i would,0
movie way dark not see nothing unless completely dark it daylight forget watch qny kind moviesort it out,0
wont load just show disney logo stop freeze,0
able even watch anymore buffer reloaded everything sent message help desk guess not working website it give a whole different site,0
need lot bug fixing especially chrome cast compatibility stop watching next time start the show the episode just watched,0
app worked update i get the spinning wheel death joy someone please fix that would super,0
slowly,0
never use disney app a loading screen tried deleting reinstalling past year no evail,0
1 star apps forcing rating,0
give disney two thumb their nickle diming vacation know limit they want 20 dollar per ride their popular ride shame you disney bring back virtual queue popular ride everyone at least try once day,0
terrible frickin mobile app never load anything sits loading buffering meanwhile can jump other streaming apps load fine issue it app the service guess thats you get you have a wokebroke company cant fix app wish could leave no star,0
hardly ever open doe open sits loading screen forever by chance get beyond load screen will than likely crash when you select you want watch,0
overwhelmingly didnt approve netflix sexualizing little girl cuties make think we are going approve you disney sexualizing little boy the show generation drag the the matter you disney,0
waiting till yall fix issue the app loading im wasting money,0
keep getting error code 73 tell available certain region live ireland it available everywhere poutingface the hell going im paying a membership cant even get the app i have uninstalled reinstalled nothing work,0
app not load content,0
dont support groomers,0
app never load just sits loading forever,0
app wont open just stay the main screen loading,0
many watch the interface designed rubbish comparing netflix dont subscribe,0
app take forever open,0
johnny depp,0
horrible,0
doe take forever load movie show some time never load streaming apps load content quickly disney plus the slowest still movie show load no is not my wifi other streaming apps like netflix hulu paramount plus hbo max all load movie show except disney idk i keep paying it i never watch anything,0
app so unstable 80 time try open the app say ha error connecting absolute garbage especially a paid service could give negative star i would,0
hell your going bring garbage my childrens life loved disney good bye,0
is enough scary show ,0
dont waste time money this service cant get work any app wont even log incheck internet connection except tv since introduced tv14 version edit cant even exit app on tv either the exit button doesnt work allclick to you heart content sad a major brand cant compete technologically other service they to their you have paired with netflix their app work,0
not get past loading screen a tab s6 lite,0
app wont open any phone the household really fun paying something doesnt work,0
app hasnt fully loaded me since wa downloaded pay good money a service youd expect to least work disappointed better disney,0
pay way much this get there a ton title pretty much cornered market their medium making impossible you pay you kid it pretty much useless app freeze quits doesnt open all half the time all the money disney they really dont care this app the people use it,0
would cheaper buy disk digital copy every movie will actually watch the monthly subscription fee got tricked paying cable price folk,0
app not work have to reboot wifi multiple time even unistalled reinstalled app cant even log now dont know the point having subscription if i cant use,0
pedos,0
forced sexual theme our kid,0
app stop every 1 a half minute buffer live play cast onto tv app assumes like the world disney all unlimited money up date tech an app doe not offer spiderman aquaman,0
cant stream tv problem youtube netflix prime on the streaming option just there,0
freeze cant play one title uninstalled reinstalleddumb,0
wont open stuck loading screen wont respond,0
trying unsubrscribe it keep sending google play store instead that site isnt even giving an option to unsubscribe anyone know let know cause pissing off,0
sudden show arent playing episode stop playing the episode done instead of it playing the next episode,0
app watch bangladesh poutingface poutingface poutingface ,0
una pregunta tiene para conectar google crom,0
cannot get anything play cellular data recommended troubleshooting failed fix have problem any streaming apps anything else my phone,0
doesnt play chat cant help cause billed a 3rd party google other streaming apps work great im watching hbo netflix problem,0
dont load awful grrrrrrr,0
working fine a week ago now wont connect,0
app really poorly made of time open app i get stuck loading screen then a connection error pop there point being able download content watch offline the app doesnt even open without internet connection,0
cant share watch famly,0
your aanhpi push notice cancel all kneepadding did china the genocide the uighur,0
wontopen the last update,0
sad disney decided confuse child will longer a part my house god bless child,0
cant open app nearly two week is ridiculous keep buffering facewithsymbolsonmouth tried everything uninstalling updating facewithrollingeyes still nothing a rip,0
of recently cant even use app black screen refuse load,0
stopped working updating,0
hasnt worked my fire stick my samsung phone over month get error message im connected the internet other streaming service work fine i get endless spinning circle then button say retry doe respond being clicked tech support absolutely useless so frustrating disney hasnt fixed problem especially since seems like im the one it,0
doesnt work anymore,0
app hang every single time open literally unusable is an app is frustration and a waste time disguised an app,0
not work cant sign,0
content great service horrible stream stop every minute i to exit return just really spoil the experience,0
great content garbage app,0
least could 4johnnydepp,0
please make available bangladesh bangladesh pleadingface foldedhands lightskintone ,0
app literally broken unusable everything try watch buffer forever assumed wa me first so many review say same thing everything else stream absolutely fine my device ridiculous have company so much money be unable produce working streaming app literally am i paying here,0
app wont open all only display error code 142 app work fine my io device wont work android phone google tv is literally support the internet this error code,0
great start since august constantly uninstall reinstall watch anything also mean downloads redownloaded this noonlyt problem wa first great app seems to be getting annoying the time keeping inhope app may improve againfurther update due to disney update constantly unistall,0
wont let u use app wifi our data im paying something cant even use properly now wont let cancel subscription is ridiculous poutingface ,0
error 73,0
buffering buffering buffering raised price downgrade service great content hirrible app,0
not allow cancel subscription,0
hardly ever work,0
cant even access disney my phone thats really unfortunate especially youre go have the app my firestick that work perfectly fine,0
do unsubscribe is ridiculous,0
app doesnt work simple that,0
frustrating app doesnt load android,0
bad,0
por jack sparrow,0
suck worst pay watch,0
app work my phone always cannot connect the service other streaming service work fine glad wa gift that am not paying it please fix app,0
cant edit subtitle appearance you casting are small read disney doesnt care,0
keep shuting,0
have nothing problem the ap my android phone doesnt give option skip intro continuous play damn app suck,0
cool dont make mobile,0
screen mirror isnt working,0
app down wont load cant access info profilewill work the cellplease fix disney support team suck thank,0
only get stuck loading,0
hate app most detestable app ha ever come across electronic desktop content displayed is content akin satanism are subliminal message inside app geared toward little child that cannot whom cannot possibly make logical reasonable choice themselves yet is disney corporation blatantly instituting change within culture our beautiful little world color full animation music expressing sexuality the vulnerable class preschool well elementary child caring the parent deem fit appropriate their child find disney absolutely reprehensible should silenced forever believe people parent have the utmost authority do,0
app never load samsung phone issue app my samsung tv my phone husband the issue his phone well highly frustrating we cant use traveling,0
enough content you watch classic,0
le gay restricting owl house,0
app doesnt work unless am connected wifi even though all my streaming apps work fine also cant even watch anything i downloaded,0
cant open application even though am jio subscriber please something refund money,0
paying an app cant use absolutely garbage behaviour,0
sad terrible see you treat people put so much yall be sued next wrongful termination,0
network failure download play failure slow startup,0
app doesnt work all try search it stay trying load page forever tried downloading episode try watch just got black screen downloads very slow kept getting slowunstable connection message even though connection 60mbits and around 15mbits half time rhe home page doesnt even load cant change setting it get stuck loading similar issue my old phone,0
held back disney worrying child of great show missing like logan deadpool even futurama theyre worried add child filter,0
cant open app all get error code painful annoying seeing im paying it see no free trial cancel,0
would love see actor disney strike mistreatment their disney been this decade,0
app so laggy movie show always crash are pin wheeling cant even get the app without crashing,0
pay lot money an app doesnt play any my android device,0
app force to use data say internet connection unstable i use wifi wifi work fine other apps app garbage,0
am paying customer verizon have bundle package discoveryplus also sometimes use wifi centrylink watch tv movie my phone get error message im wrong region n error 73 whatever is disneyplus app using or north america live arizona north america plz tell why im getting this error message 73 have use website kind n use the app kind,0
got new phone samsung s22 ultra when try log it give error 83 doesnt matter i uninstall then reinstall tried using wifi versus data nothing working dont understand a new phone isnt supported this app,0
disney the worst streaming service good the show they constantly stopping having load,0
yall need fix service right like really working a company is successful is embarrassing you guy fix now,0
terrible app inconvenient downloads never work,0
love app since new update cant log with phone whats going paid mulan i cant see phone i can watch on tablet my smart tv not my phone please help,0
make service work bit lame a company well to have a working service,0
dont bother wasting time money downloaded app watch new mandalorean season ever since refuse load anything i keep receiving same error code app terrible ive done the trouble shooting after contacting customer service being told it due my software is highly disappointing tried again in march 2022 still garbage tried get help customer service provided complete account info no help,0
suck keep saying password wrong same password work browser login,0
app barely ever work phone a new samsung everything updated yet continue have issue playing anything it husband the issue his phone well is different mine ha continued week point i might cancel subscription wasting my money at this point,0
bought disney plus a year the app wont download,0
pedo channel,0
audio there there no video all a black screen moto z4,0
worked a week nothing load not even thumbnail,0
pay disney the year have nothing problem it the past 4 month really frustrated angryface ,0
app working since last update,0
worst user friendly experience like designed app make mad hoping add basic feature like starting episode or viewing episode youre the middle watching one,0
error code 83,0
app trash take money never work beware,0
great catalogue terrible user experience netflix mile better doesnt remember you series random g rated title arent available in kid profile drop connection entirely some point it wasnt the catalogue id unsubscribed long ago use netflix all kid content,0
youre supposed be disney are guy going the propaganda everything else politically correct dont think being politically correct worth company,0
awful app downloaded thing watch offline none worked come watching them error code the time worth time money youll spend of time trying fix it,0
constant code 83 stopped working couple month ago firestick now my phone app doesnt work either customer service zero help they giving on app,0
horrible phone app wich doesnt open otherwise cool,0
app hasnt worked over month,0
literally never open,0
wont allow to open app,0
when wa thinking changing score app this thing not loading great update sure,0
app doesnt open annymore,0
freeze start with phone motorola hyper,0
disney sold to evil politics cancel all stream free instead,0
cant get to work my fetchtv,0
app doesnt ever seem have worked even latest update show neverending spinner,0
you want cancel anything make dam near impossible contact had lock card they would quit charging for something went thru several avenue cancel,0
worked perfectly until latest update just loading loop,0
hasnt working my phone about week and already uninstalled and reinstalled twice,0
todos somos jacksparrow una estrella por juzgarlo sin ninguna prueba,0
por johnny depp,0
unable play downloaded moviesshows without internet connection fly alot work download movie watch hour flying without connected the internet get error message my downloads wont play the point downloading content it is available offline i do not have problem downloads netflix,0
terribledisney cancelled best actressjustice johnny depp,0
havent able open app about week just load forever,0
app wont even stream load forever ,0
great the last update now cant use just give the error 42 message yes have internet connection no phone it brand new cancel sub it not usable soon,0
unusable always say unable connect,0
jack sparrow disney,0
give it wont download my phone,0
trying be good,0
i wont support company twist truth political gain a shame chose politics integrity good luck earning back would nice watch show rather the circling circle,0
loading 3 day,0
canceled subscription you literally destroyed jd career more disney,0
bunch groomers,0
am so much trouble using app nothing coming app have go on the link watch atleast give response solution that,0
getting charged 6 month this month cant access account watch streaming of region live bermuda message come on smartphone screen error code 73,0
do like woke liberal stuff youre supposed be political im canceling,0
netflix ,0
fire amber heard,0
judging jhonny deep,0
disney a bunch pervert,0
endless loading,0
send chex,0
app terrible android barely ever load always day im offline even though internet fine tried everything fix problem nothing used work me now barely run have watch on family member phone order watch episode two fix please it is frustrating find the streaming service my parent paying doesnt even work,0
includes inappropriate content child my family i not support manipulative agenda,0
wont load movie phone app,0
is gay porn promoted the content my 3 year old appropriate,0
error error error error,0
have constantly reinstall phone to get to work,0
wont start,0
parental control completely screwed cannot go beyond 14 any profile,0
cannot log app week is the problem,0
last update broke app wont load menu even play downloads cleared cache reinstalled go samsung a20e android 11,0
hardly ever work my phone i internet non stop saying network error fix server once netflix do better your company ill switching from on this isnt fixed,0
updated still doesnt load the main screen,0
uninstall reinstall literaly everytime want to use app,0
fk this for johnny depp,0
like stuff watch here actual app awful firtsly download speed horrendous seems work app open also the download quality rubbish even high quality the audio is way quiet could barely hear people saying star war that playing ear phone full volume im watching it right my tv it buffering every 30 second i know im on good wifi nothing else ever buffer disney,0
constantly buffer though have good connection,0
parent will let corporation teacher indoctrinate any type sexual activity will raised common sense morality to disney eat a fat turd go woke go broke reprehensible pile excrement,0
constantly crashing not allowing access content uninstalled now trying v annoying,0
somehow doesnt work im forever stuck the loading screen,0
app hasnt opened my phone week matter much troubleshoot ive tried everything meanwhile work fine my console infuriating,0
cant play all my phone tv ipad version work perfectly,0
guy seriously need work allowing paying customer access use guy app actually able playwatchcaststream disney plus whatever device we have honestly never so many problem any streaming service eg netflix amazon prime video etc ridiculous basically paying something i cant acces ive complained via email even tried calling disney plus contact number still have had luck resolving,0
this no1 joke apps updated still moonknight there server always title dont load a joke 799 a month pfft be free the amount messing you before even starting to play something absolute joke happy all,0
keep freezing worse abc iview thats saying something,0
hard it download show watch later i work an area no wifi phone reception yet i open app i get nothing,0
disgusting none these show safe your child watch even most sincere their show could see grooming agenda company going put put grooming show child all the other show just bait draw in,0
why to pay twice i payed here it tell to pay so ive lost 30,0
wont let update payment continue service,0
crash have reset phone disappointing this a cracking app,0
working galaxy note 10 work xbox time time work my 4k samsung tv,0
loved disney untill want go political im for escape reality a reminder,0
never open,0
doesnt load half time,0
just stay the loading screen forever cant even use,0
glitch wont playwas looking forward this app i be cancelling unwatchable,0
restart beginning feature make watching movie low bandwidth difficult you rewind wait buffering,0
fix android app going month bad business customer pay for service cant u the go,0
error code 83 ,0
app wont load,0
hard stop subscription,0
horrible app cant download after paying a subscription cant even use ive never this issue any app,0
dont let kid watch evil,0
slowest app ever focus quality v political agenda allow u vpn use carano fired i didnt get freeverizon id unsubscribe fire kennedy shouldve started wmore considering there enormous wealth history make a 1stop source especially swarsmarvel canon legendssuggest every sw bookaudiobookcomicvideogame fancreated materialpodcastsdocumentariesetc plus marketplace toysgamesbuy neworused stuff especially it old outprint stuff,0
disney plus the absolute worst browsing system any streaming service because that incredibly hard find good movie everything sort alphabetically nothing recommended there no category similar what netflix for you to easily browse disney better content a horrible system,0
no longer let watch my phone get the disney load screen nothing else happens,0
 poutingface many payment,0
time cancel subscription get money an app crash the log page error 42 one star far high rating for an app doesnt even let you use ,0
cannot even open app,0
been watching disney plus a until yesterday got error 73 available area i havent moved have spent of today trying contact support no success terrible my only option it stop th3 bank transaction,0
never even load upon opening app if some miracle doe still wont load anything watch,0
love disney but app awful never load my phone,0
just to uninstall then reinstall app it wasnt letting would get stuck in a lading screen ive this issue multiple time the mobile version disney plus just straight trash,0
error42 whats,0
currently cannot open all force close constantly,0
super glitchy sometimes not even play downloaded content content is excellent though is i subscribed wish app worked better tried 6 monts later still trash cant watch anything your phone,0
recently get stuck the loading screen is totally unusable please fix,0
disney a horrible company proxy disney movie without supporting bankruptcy what deserve,0
never work pin dosnt always get recognised then it noting load absolute waste ofmoney,0
cant watch anything beacuse need pay the subcribtion please take off parent wont pay i really want watch movie please take off,0
stopped working,0
updated android 11 getting code 39 error try watch anything i have tried reinstall app relogged but issue stilll whats point paying much cannot even watch anything,0
wa good the time all until camcelled account subscription started recieving bill if have account im still subscribed ive got clue how get ahold them they dont answer u call all frusterating,0
appreciate open company everything disney doing caused to cancel subscription is company i never support,0
awful oneplus constantly crash resulting me to download content,0
is please stop taking money cancel option dont use i want cancel so hard,0
constant buffering disconnection issies even downloaded episode would it stuck buffering disney plus app one the buggy streaming apllication ive ever tried constant error code app opening buffering issue compared hbo max prime netflix disney plus the roughest one use due constant hiccup,0
app not even loading my phone anymore im it,0
disney support messed idea not support with money this time thing change i will probably come back,0
technical glitch all platform,0
wa good every time tried open app phone would give disney loading screen wouldnt fully load id wait wait wait nothing id close app fully restart my phone open the app and nothing im hoping get fixed soon,0
unable sign from phone cause say where live not allowed to i live cleveland ohio,0
to uninstall it didnt loaded,0
app terrible s7 tablet it my previous s4 tablet freeze on start downloads constantly fail everything so slow,0
cant fix update payment detail,0
app never remembers you stop movie series lately wont pause,0
difficult use of sudden unable play selected movieseries ,0
doe always buffer cant seem watch without stopping every single second facewithsymbolsonmouth ,0
app trash doesnt work of time im on wifinot exactly convenient say least,0
ever since update wont open keep saying internet connection stay loading phase,0
trying indoctrinate child their sick ideology,0
disney plan influence child introducing sexually suggestive character upcoming movie an attempt social engineer youth left u no choice will renewing subscription ideal actually exclude majority silent american family are hateful would rather promote culture patience time a child mature adult hood make life altering decision please stop sexualizing and let child be child,0
horribletakes forever stream,0
besides app loading time is ridiculous are multi billion dollar conglomerate phone time before app ever load fully i go home screen the constant blue spin wheel app no reason take literally 5 min load me tapping phone the screen doe not cut i assure the app time,0
content repetitive happy they gone political dont find worth money anymore,0
never load,0
downloads dont work saved an sd card app continuously unresponsive will constantly say youre offline you full internet access extremely low quality backend way resource intensive compared other video streaming apps like netflix youtube,0
fine it stopped working fire stick cleared cache restarted my internet checked apps they played problem it my wifi reinstalled app still wont even let get the log about unsubscribe,0
frustrating pay money a streaming service then find app doesnt work wont connect tv all dont issue any streaming service connecting my option is watch my phone when try to watch something never load it just spin it time the review spot i have taken the review seriously spending my money a service doesnt work lesson learned,0
a fan ad thats,0
stuck loading screen doesnt work mobile app 2 fire tv work samsung tv yet customer support want to reset wifi make zero sense,0
is shity pay it it dosent load,0
update ruined viewing ability it wont load open app,0
only pay subscription order watch movie show want watch another reason never download app because apps tell you buy subscription app order to watch movie a another app a bloody waste time storage thx reading this hope you found this helpful,0
updated tablet play anything will show lot word whole tire screen can see the screen hard watch ha lot word the screen when i called customer service yesterday didnt hardly help she keep telling to clear the cache force stop i told didnt work turned off turn it back i told that working i went online install the old version 2205 it working fine,0
bad app doesnt work disney force app your throat mobile browser bad customer experience not stay subscribed stick movie,0
app take forever load,0
design app doesnt update the middle a movie also stop groomers,0
messed when getting invalved the woke your affiliation pedophilea comming not good all,0
go woke go broke,0
galaxy note 20 error 142 42 ive restarted uninstalled reinstalled logged of device still not work my phone,0
doi dia sem funcionar,0
two brand new chromecasts google tv disney give error 39 both them doesnt an eta a fix disappointing,0
im paying alot money this app exepect to work any devise,0
woke leader destroying legendary marvel franchise a disgrace,0
app stopped working doesnt even open,0
error keep occuring,0
app not open i cancelled subscription keep happening take age you lot fix problem,0
charged failed cancel reimburse constant sex magic abuse grooming,0
can sing to program you have restriction aruba,0
cant login,0
cant stream anything,0
app useable keep getting error code have gone throught the troubleshooting nothing work app simply broken,0
app not working neither mine wifeatleast the tv still,0
doesnt even let sign,0
suck not load,0
say free you dl then wont play you pay something wasted time,0
cant log,0
worked fine about 1 movie i chose download few movie the app not worked right since,0
worst app,0
app wont load all,0
i get watch movie go black,0
4 star back 1 star first the issue error 73 turn cant use disney plus anymore dont know but even that i paid monthly still like that,0
horrible wont even open paying nothing done waste money,0
wont support groomers pedophile promoter adios disney,0
constantly crashing trying play content worst app my android tv,0
cancelled subscription they kept charging this been going for month transaction get declined they keep trying steal money i want out,0
constantly loading menu,0
dont support groomers,0
non stop bug online offline viewing content worst app of giant yet of the best content common disney please put money the app,0
could give zero would absolutely awful app mobile wont load cellular data barely load wifi i at one point episode the punisher load almost an hour for to get tired watching load turn off,0
error code 83 a real bummer,0
never work i want use sure one going steal feed your customer cant get to work either,0
thinking johnny depp could done one pirate the caribbean wanna hear joke disney rollingonthefloorlaughing roflmao disney a joke rebrand team epic fail deleting,0
please fix skipping within app not connection the app,0
garbage app appears be nothing grooming child perversion recommended anyone moral character,0
error code 83 not work all started not able change profile error code 83 wont work all tryed clearing cachedata tryed uninstall reinstall issue pixel 6,0
downloads take long recommend netflix amazon prime paramount all downloading need try watch something whilst you wait stop download had come back say writing review stoped disney download downloads suck big hairy one cough cough,0
content good bur app suck freeze you cant use without internet ever so downloads dont even work you you cant even get the app see your downloads you suppose be able use without internet,0
of good movie gone the new one very political,0
disney a bunch liberal idiot,0
streaming issue month will canceling subscription till fix update 42522 still doesnt work half electronics just dont understand that money disney make they cant get simple app work,0
cancelled subscription woke bastard enjoying paying tax lmao,0
stopped working any our smartphones wont renewing subscription downloaded multiple time bad disney,0
mobile app worked fine the last update hang the dianey screen come disney developersget it sorted im paying this service,0
app wont load,0
pretty much useless watching tablet phone most content of dolby atmos want hear people talking a silent movie explosion without volume normalisation isnt a feature app absolutely unusable you dont a big soundsystem nerve wrecking cohabitants you,0
doesnt load,0
wont open my new s20 samsung,0
stop the gay ageda,0
let u go the next video sooner 23m credit 20 second next video latest update wont even open anymore,0
this work anyone,0
app struggle even open of time say wrong pin isnt downloads take forever seenoevilmonkey sort it out disney,0
not loading have trying about week get to even open,0
everything woke go,0
payed subscription fee wa excited start watching star war sat watched loading screen instead need fix streaming service i actually stream show not loading screen isnt reason i should able watch youtube netflix prime day without incident not able watch disney help make sense give my money back,0
love buffer even other streaming service play fine video play a small box screen instead it full aspect ratio my only option zoom the content to fill mean cutting the edge,0
glitchy,0
unreliable access content ive paid the previously adequate occasionally slow app freeze startup cant browse title let alone watch anything is literally the point this app expect better a megacorporation like disney sort out please,0
had issue app recently app would let download anything would click download nothing would happen uninstalled reinstalled downloads fixed then couldnt play the episode downloaded uninstalled reinstalled i cant open the app without internet connection real problem the wifi my house out and there is no reception please fix,0
unsubscribed then samsung gave 1 year will keep but looking they dropped johnny depp wa totally wrong move bad move disney am big fan after looking the trial can clearly see heard the abuser,0
oh wow is bad,0
black screen,0
app doesnt work,0
horrible disney let stream kardashians single handley lowering intellect culture taste the world,0
cant get the loading screen both 5g wifi useless my pixel 6,0
video audio some reason i try watch show orovie i get a black screen audio even i download the problem persists ive updated deleted and redownloaded whats the issue,0
doesnt load my 2021 sony android tv my 1 month old s22 ultra work on samsung tv,0
hasnt worked phone over year dispite working perfectly month my phone contacted helpline many time to get nowhere this point may cancel i watch of my streaming service my phone pensiveface ,0
poor apps cant even download properly 5g network please learn from netflix first,0
wa fine you decided take ever off the platform,0
utter rubbish ive installed multiple android device it error the time,0
app broken disney support horrible worth headache,0
impossible cancel subscription disney stealing money,0
hired service watch brazil however my gmail account canadian wasnt able watch anything saying account different country contacted disney requesting refund said they couldnt provided and have request from google play store said purchased wa not available refund make sure email are using purchase subscription from the same country youbare currently livingstaying,0
freeze i open app crash uninstalling reinstalling doesnt fix disney sort out,0
ive trying cast from phone worked recently february now get error 43 telling that im entitled were problem that suffice say d app difficult to navigate support nonexistent,0
terrible french language availability,0
doesnt load,0
unable change la guage out the country,0
wa working well month for reason are time video wont play they play is ton buffering going,0
eh,0
disappointing garbage im able watch my xbox,0
doesnt always work cant change setting,0
kynnedil gh,0
seems like youre subscribedwhere i that,0
so expensive,0
more woke garbage,0
awful,0
disney plus fine the app heavy slow crash easily on android tv android phone,0
unable cast a tv set,0
please you fix loading issue disney plus not loading properly every single time try use app fed with constantly leave app going back just encounter same issue also please you increase capacity watchlist the playback quality co every time i am trying to watch something just keep glitching over the place just fix app please,0
worst streaming app ever,0
wont open not spend money it doesnt work,0
go woke go broke,0
update broke app error message,0
loading bug,0
good every device tv not refresh keep saying account hold uninstalled and installed still same every of my device work perfectly,0
seems this app doesnt work unavailable some country thats big problem think need be fixed quickly,0
dosent load properly dosent even load i tried something an hour still wouldnt work,0
literally doesnt work,0
old content worth price,0
dont know netflix been around so long whe disney try make own version do a terrible job app terrible use suggested viewing 80 thing already watched disney plus you go watch next episode a show youre watching start five minute the end the previous episode arent enough character these review describe the small inconvenience add to a bad user experience,0
