content_final,score
bad disturbing advertising,0
bad,0
best,0
lostry game,0
outstanding,0
anushka,0
is noob game,0
game amazing love wow ,0
good,0
going,0
game just fun enjoy playing because help forget worry just one star enough,0
templerun complete donecomplete done,0
babita rai review publ,0
wow,0
hyundai coupe,0
game not nice,0
super fantastic game,0
gaurav,0
omg game garbage bro the graphic so trash,0
iamrunner,0
nice,0
bakbas,0
bad,0
ttt,0
nice,0
taati game free fire pro game very bad game free fire is so good game,0
good,0
hagemaru problem beach,0
notopap,0
good,0
nice,0
rtegndhhr,0
super,0
game not download angryface grimacingface poutingface poutingface poutingface poutingface angryface angryface ,0
ghatiya game temple run 2 way far better,0
very interesting game,0
cant temple run 2 cant play just loading infact i unistul install data cant still install temple run 2 give back my data,0
bad,0
 astonishedface astonishedface astonishedface wow astonishedface astonishedface flushedface flushedface flushedface flushedface flushedface flushedface flushedface flushedface flushedface flushedface flushedface flushedface flushedface flushedface flushedface flushedface flushedface astonishedface astonishedface astonishedface astonishedface astonishedface astonishedface astonishedface astonishedface astonishedface wow explodinghead explodinghead explodinghead ,0
game very nice,0
is temple run 2 is a fake temple run 2,0
nice,0
wate game the world,0
good,0
boring game,0
tz kul,0
opbhi titi kamar,0
much add facewithsteamfromnose ,0
is much bad game when download always show it game not download,0
viren patil,0
arbin da,0
much ad are coming pls remove ad our request,0
lahhhh soboring,0
mfo fpfno open facewithtearsofjoy thinkingface thinkingface thinkingface huggingface huggingface ,0
vey good game ,0
app,0
summit,0
please download,0
boat battle,0
nice,0
super,0
great,0
hry,0
is good game,0
achha achha hai achha hai,0
faltu,0
bad,0
iii uk k,0
boring game a time pas,0
good,0
yeah thinking it it wa good know,0
bad,0
happy game,0
love game,0
game great like,0
boring,0
like videogame game add to much this game neutralface ,0
 smilingfacewithsmilingeyes ,0
well me game total trash im playing it stupidly go and piss me off frick game,0
thumping,0
super redheart ,0
supperg,0
nice smilingfacewithsmilingeyes smilingfacewithsmilingeyes ,0
amit thakur,0
welkam,0
tumpum,0
cool,0
nice game,0
gnroe,0
 thumbsdown thumbsdown thumbsdown thumbsdown facewithsymbolsonmouth poutingface angryface smilingfacewithhorns angryfacewithhorns woozyface woozyface facewiththermometer facescreaminginfear knockedoutface ,0
 facewithrollingeyes ,0
waris,0
ov,0
to bad,0
average,0
vary nice,0
 smilingfacewithhearteyes ,0
in,0
zaid,0
armandeep,0
hdt,0
edudhe,0
 sadbutrelievedface sadbutrelievedface ,0
nabhan nabhan nabhan nabhqn,0
ru,0
good,0
game boring expressionlessface free fire jesa game karona 200 mb ka please,0
nice game,0
tempierun,0
awesome it relief stress smilingfacewithsmilingeyes ,0
nice gane smilingfacewithsmilingeyes smilingfacewithsmilingeyes ,0
did all love so much,0
jungle boy luv,0
bad,0
jjej,0
dont like gamethe geme very bad pensiveface ,0
fg hurry,0
chal zhandu certified baklols game,0
updated game nice updating game is nice,0
waste game,0
nice game,0
good afternoon name asthasharma,0
aaran,0
pandu nayak,0
admika ck,0
free fire jiyanko,0
irritating ad,0
is waste time,0
good game,0
is bad game,0
kishore b,0
nice app,0
gurumoorthg,0
vidmate software,0
so best game the world,0
poor,0
kartik,0
love game good me,0
extremely bad game very bad boring game nauseatedface facevomiting ,0
loose game angryface angryface angryface angryface angryface angryface angryface angryface angryface ,0
amamansingh amansingh,0
 sleepingface ,0
kuuta haa tu kuuta,0
gon gemmekak meka meka dhaganna epa free fir vage online game dhaganna ok,0
ban add more rate,0
op nice app,0
supr,0
temple run,0
 yellowheart yellowheart yellowheart yellowheart govind waket greenheart greenheart greenheart greenheart okhand okhand okhand okhand ,0
nice,0
riya prasad,0
themk,0
wa fantastic,0
goo game,0
bad game,0
noob game,0
suddenly get stuck please solve issue,0
dachhu,0
new version lao new function,0
trigged insaan good beautiful bater name myra today birthday birthdaycake partypopper ok my bithday 23 ogust game u ok ok live insaan good he a youtube r,0
naudi,0
bad,0
nincnd,0
bad,0
amit kumar,0
fhg,0
tample run nice,0
nice game,0
seriosly littaraly been 6 hour im still in end,0
faltu ka game h,0
mast game,0
 thumbsdown pileofpoo pileofpoo pileofpoo pileofpoo pileofpoo pileofpoo pileofpoo thumbsdown ,0
bot hard,0
best gaming app,0
is boring game i give 1 star,0
bad app smilingfacewithhorns smilingfacewithhorns ,0
stop many time ad fusterd,0
 poutingface angryface facewithsteamfromnose ,0
love game,0
not downloadable,0
been played for year have 500000 coin when update apps my coinseverything gone back 0 sadbutrelievedface sadbutrelievedface ,0
nice game smilingfacewithsunglasses okhand ,0
good,0
maru,0
so good,0
many add ,0
akka same a ,0
good graphic,0
trm,0
boring gem,0
so bad,0
mast hai smilingfacewithsunglasses smilingfacewithsunglasses smilingfacewithsunglasses smilingfacewithsunglasses smilingfacewithsunglasses grinningfacewithsmilingeyes mobilephonewitharrow ,0
nice okhand ,0
good game,0
many ad,0
nice game,0
 thumbsdown ,0
best experience game temple run like wont tell very worst game ever seen squintingfacewithtongue squintingfacewithtongue squintingfacewithtongue squintingfacewithtongue ,0
taunjaanildupade,0
nyc app,0
rt,0
aa bad facewithrollingeyes facewithrollingeyes facewithrollingeyes slightlyfrowningface slightlyfrowningface slightlyfrowningface neutralface neutralface worriedface worriedface worriedface worriedface unamusedface unamusedface disappointedface disappointedface disappointedface disappointedface ,0
poooooooooooo,0
like,0
like,0
bahut nob game hotpepper hotpepper ,0
favourite game free fire pubg call duty tample run,0
new game nhi,0
wa fun,0
yadha gopi,0
add,0
555al,0
good game,0
fhh,0
aryan,0
aliya,0
good graphic,0
,0
vary bad boring isme koi next city nahi aa rahi hai,0
a good game,0
bag plus ama,0
piyush,0
is boring game,0
boreing game,0
valo achan ilsjsjsi3,0
dont like game is fun play please dont download,0
bad,0
hate game ithu oru nahum mudiyathu,0
game dounlad,0
boring,0
bad game eligibil 1star also,0
many add,0
abhay kumar,0
good,0
worst game,0
mast,0
favorite game,0
thi see game very good have ever played,0
cool,0
106w48,0
mathah,0
bakvas game,0
bad game,0
worst game thumbsdown ,0
amazing app,0
sabre alam,0
jeet da,0
super game loved huggingface ,0
top,0
noob game sala noob boat game sailboat bakar game fake game,0
amit,0
umar shaikh,0
i like,0
good,0
nice game okhand ,0
yery nice game,0
is scarting,0
free fire crown ,0
give feed back this nice game,0
amit arya,0
super lag,0
wow,0
good,0
app fine even choosing exit option still show ad advertisement suck,0
good game am happy game please can relies type game thank smilingfacewithsmilingeyes smilingfacewithsmilingeyes ,0
mast,0
bad game,0
really good app,0
op,0
varadaj,0
needed clip football,0
kunj bihar,0
tatti,0
rrraaaa,0
bekar game,0
 faceblowingakiss smilingfacewithhearteyes sparklingheart ,0
awesome have passed nehigbour,0
super game im got experience,0
mast hai bhai kya bat hai mai yehi game khalta hu,0
very good app love,0
good game time vest,0
have played game it good,0
hi unjani namhlanje,0
ankit ankit a great place,0
sseue,0
game so amazing interesting,0
love game faceblowingakiss ,0
vary nice game,0
game fine enough however deleted immediately one the ad started auto downloaded app im sure wouldve screwed my phone i hadnt stopped,0
best game,0
nice good i like very fun,0
faltu game thooo thooo nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface facevomiting facevomiting facevomiting facevomiting facevomiting facevomiting facevomiting ,0
worst game ever,0
hi been good playing,0
good,0
good game,0
it a nice game,0
rohit,0
cool,0
mistghkyasir,0
nice bro,0
free fre daunalod game,0
owsome signofthehorns fire fire ,0
p eye eye sunglass eye hole shoppingbags vulcansalute openhands openhands bear fish whale spoutingwhale twohumpcamel tropicalfish cocktailglass rosette bottlewithpoppingcork hotbeverage forkandknifewithplate popcorn teacupwithouthandle cocktailglass cloudwithlightning foggy sunbehindsmallcloud sunbehindraincloud umbrellawithraindrops tshirt glass banana tangerine mushroom mushroom tangerine roastedsweetpotato roastedsweetpotato mushroom mushroom ,0
neloy ,0
game my one favourite ,0
bad app,0
good,0
hi,0
sa5 get right thing,0
mr ajay dhawal,0
not a matter everything else all the best the people,0
like old game to bore game is struggle phone dont like game i uninstall game,0
 redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart redheart ,0
temple run so nice,0
bad,0
like game faceblowingakiss faceblowingakiss faceblowingakiss faceblowingakiss faceblowingakiss ,0
ajay,0
good,0
janvi9,0
 smilingfacewithhorns ,0
good use,0
dhanu,0
super game,0
chal thho,0
super game bana,0
waste game,0
awesome thumbsup smilingfacewithsmilingeyes game,0
burine,0
bad game,0
pancnkz,0
deepak,0
jisne bhi yah game banaya hai u r ground,0
bobu google,0
good,0
bekar game temple run free fire a best game free fire download,0
like game the first graphic so amazing,0
mousam tanty nice game,0
krish,0
tampel run geme,0
 faceblowingakiss faceblowingakiss ,0
good game,0
bhai temple run 2 khelne maja aata hai,0
love game,0
roshan bhai,0
very like hate game game graphic bad the character like loveyougesture ,0
slow downloading,0
hey love game so important my daily life a good game,0
hh,0
eye high child cool,0
bot sala lol,0
bharat mata ki jai,0
bore the game,0
game only one teem is interested game,0
fun,0
1st game very good game,0
worse,0
beacuse is happy,0
good,0
dont like game bruh lol,0
bad update,0
dcm,0
dont like game,0
bad game,0
super,0
ho bh sino,0
temple run super game left side swift is game majedar,0
like game,0
khachhad game,0
update si annoying please back so give 1 rate,0
alhabib sarkar,0
lakhaman,0
 loveyougesture signofthehorns ,0
sarthak pangavhane,0
nice,0
nice game enjoyed lot,0
wath,0
ok,0
,0
like game,0
g00d,0
mm,0
cant even play anymore wont open,0
good day happy,0
dont like game,0
can play we sleeping sleepingface sleepingface ,0
 middlefinger ,0
digital hhu,0
y7i,0
wow,0
tati game free fire best game,0
good,0
sexy jhk,0
op game,0
 grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes ,0
dont like anymore swiping past good after the update just kill instantly whenever u swipe right left,0
bad,0
not ok,0
many ad enjoyable,0
jungle join,0
easy game,0
am good person,0
niccc,0
shristi gupta,0
osm,0
wrost,0
shivam kumar ,0
nice,0
temple okhand okhand run,0
good game videogame bullseye say,0
nice game,0
irfan,0
is good game please change thems ok,0
dont like game,0
best game smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes ,0
is hated game all,0
waste,0
is nice game,0
nice game redheart loved,0
wawwwwww grinningface starstruck starstruck ,0
cant download,0
lovely,0
boring it is so slow get the game,0
 facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy moooooka,0
amit yadav,0
f9g0,0
ayush kumar 4682,0
play,0
best game ever,0
shanavaaz shanavaaz,0
jai bgmi jai free fire,0
lodo lol,0
game realy fun why didnt download to phone,0
love,0
yt,0
nice,0
nice,0
temple run advannteres,0
love playing,0
is good game plzz download game,0
bad game,0
akash,0
dont like but give 1 star 12 min after they say rate,0
most irritating game,0
b st,0
 smilingfacewithhorns smilingfacewithsunglasses angryfacewithhorns skull tridentemblem bouquet ,0
 thumbsdown thumbsdown ,0
 glowingstar ,0
bhag,0
sarath,0
hh,0
good game,0
 grinningfacewithsweat ,0
game suck nothing do just running,0
nice game,0
screwed legendary game all with sensitivity,0
disgusting,0
sharuk khaan,0
old game,0
templerun,0
7 mb download please,0
running,0
game ok hope new update,0
download,0
jindagi,0
meri jan iqu like game,0
templ,0
sajid,0
bad game hate bla like stupid si my brother dont like too dont install hag install guy you will play you became mad you mad personyou guy give 1 star like person this game is funny dont like game i said my si install said i said yes then she said ok i install wa hag first i open it said give u review i ignore it i play 1 mach itsay review bad,0
soooooooooo bed,0
game worst bigavier,0
is worst running 48 mb update noob game dislike game worst game,0
ok thanks,0
 smilingfacewithhearteyes thinkingface grinningface ,0
hate because update better without the update i give a 1 star,0
 unamusedface ,0
didnt liked update like temple run wa 2 year ago,0
interested,0
k love,0
templerun,0
love playing game,0
amazing game,0
am bad,0
game bad,0
bad game,0
chii is bad game crossmark crossmark prohibited prohibited crossmark crossmark crossmark crossmark ,0
nice,0
good app,0
rony op game,0
not goodgame pileofpoo pileofpoo ,0
ok timepass,0
please add new map improve charcher,0
nani bhai yt,0
worst game have ever seen,0
digger look,0
acha h lekin utna nhi,0
nice game,0
 facevomiting ,0
jaspreetksur,0
bad,0
ba ba black sheep,0
good game,0
ramup,0
is a good game i played pubg,0
 thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown ,0
sameer,0
is good,0
ahil please,0
aic6ti,0
 smilingfacewithhearteyes smilingfacewithhearts smilingfacewithhearteyes ,0
good,0
call,0
bad game,0
bavd game,0
nice game,0
pagal mental maha pagal mentel sabse bada,0
kavish,0
good,0
give anxiety also make scream thats,0
is good,0
ok,0
faltu game tha eeu,0
good thumbsup ,0
bad,0
good,0
bad,0
sonali,0
ana,0
jii,0
dami katra pagal game,0
gg,0
gkd,0
 slightlysmilingface huggingface wolf okhand ,0
boring,0
op game,0
op,0
look,0
good,0
temple,0
game funny game,0
game very interested give 1 star reasen have pubg mobile grinningfacewithsweat grinningfacewithsweat pubg kr bgmi am pubg lover rollingonthefloorlaughing rollingonthefloorlaughing sleepyface ,0
super game,0
m singal,0
interesting,0
pissu boru,0
good,0
love ga,0
experience,0
mast game,0
mishan,0
nadg,0
bad position this app,0
good see rujvim good idea lightbulb have a little much i a little concerned the people do with friend faceblowingakiss faceblowingakiss faceblowingakiss faceblowingakiss faceblowingakiss faceblowingakiss faceblowingakiss faceblowingakiss a good friend watch watch not a great idea lightbulb,0
prateek120play120win,0
pj,0
good,0
very good love game,0
nice,0
good game thing someing like a i do no there is something i gave 1,0
happy birthy temple run,0
super game ,0
bakwas game,0
mawais,0
flex he n sxkgddv,0
super game,0
super game,0
good,0
shakib,0
only to say game amazing i love game,0
love,0
ugg nm,0
cood game,0
nice game hava download i small also i am playing game faceblowingakiss faceblowingakiss ,0
lot bug,0
lake poor game,0
it game just hate,0
very nice game,0
ff v ty er rth efh rfg thd,0
good,0
thi game fun,0
waste time,0
ok womanandmanholdinghands menholdinghands womenholdinghands flexedbiceps eye ear nose ,0
 thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown thumbsdown n,0
so nice omg,0
good game,0
12mb,0
game not downloading fast,0
wa biuti full game,0
super game,0
game nama bo,0
manisha,0
temparon,0
game amazing like game,0
yaaaaa,0
sauki lal satnami,0
op,0
siavsakthi,0
bad bad poutingface poutingface poutingface ,0
wow,0
love,0
world bad game,0
great,0
 perseveringface jackolantern jackolantern jackolantern jackolantern jackolantern ,0
jubaid,0
is bad,0
really good game,0
rahul,0
an ok game u guy do waaaaaay better that,0
bug,0
game good,0
siper game,0
mabub,0
ato baija jay kn ha poutingface ,0
wast iove free fire temple run wast game the world,0
nice,0
game so boring,0
rate 1 star when im lose game always ad otherwise game fun dont add many ad,0
ashish agrahari,0
bed,0
op,0
phaltu,0
bad,0
bad seriously,0
sully chiku,0
waste game,0
one star his graphic,0
tried,0
a lag,0
sahil,0
nice,0
insteresting game smilingfacewithhearteyes smilingfacewithhearteyes ,0
titp,0
bjiwnmish,0
very bad app installed but app is not installed,0
game so fun really enjoy tihs game redheart redheart faceblowingakiss ,0
is very bad game iam give one star,0
is bad bad game,0
got one my brother,0
nice good running game lol,0
download download,0
aditya kumar good morning,0
ninu,0
nise,0
love,0
 thumbsup thumbsup okhand ,0
is fun,0
sksakid,0
west game,0
pranitha,0
abiket,0
is best videogame ,0
bablu,0
good game,0
is good game not good,0
razi umma vilikunnu gold gold gold gold lot like in a fo,0
very nice enjoying game,0
bad,0
mukesh singh,0
game soo interesting there so many ad raisinghands raisinghands raisinghands ,0
cool game,0
is nothing this game,0
worst experience expressionlessface unamusedface frowningface ,0
verry bad game,0
mdmossharof,0
riju,0
interested,0
piz,0
rogeliopasaylosr gemail com youtube com search help com,0
game very bad adective download game,0
bhai javna bhe ya game banaye ha bhai ya game tati ha e game ke bajaya free fire game khalo best game india best game free fire op tempel run tati ha bhai free fire ka mobile instead karo bhaio plage,0
 foldedhands ,0
tatarao komathi,0
best game thumbsup thumbsup thumbsup thumbsup ,0
are game nice,0
dont rate the add em em,0
sweet game,0
mehadi,0
like game nice game okhand okhand okhand okhand okhand okhand okhand okhand signofthehorns signofthehorns signofthehorns signofthehorns callmehand callmehand callmehand ,0
saniyaro,0
nice ekta game,0
arfan,0
aoshi roy,0
kish kumar,0
 nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface facevomiting facevomiting facevomiting facevomiting facevomiting facevomiting facevomiting facevomiting facevomiting facevomiting facevomiting facevomiting facevomiting facevomiting facevomiting facevomiting facevomiting facevomiting lyingface facevomiting poutingface poutingface facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth facewithsymbolsonmouth poutingface poutingface poutingface poutingface poutingface poutingface poutingface poutingface poutingface facevomiting facevomiting facevomiting facevomiting facevomiting nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface nauseatedface facevomiting facevomiting facevomiting facevomiting facevomiting sneezingface sneezingface sneezingface sneezingface facevomiting facevomiting facevomiting poutingface poutingface poutingface poutingface poutingface poutingface poutingface verymuch worst game ever uncountable time also i say worst also will le,0
good app,0
good game,0
temple run grinningface grinningface facewithtearsofjoy facewithtearsofjoy grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithsmilingeyes ,0
uh cvcc christie,0
naaz parven,0
boaring game wont give 0 star also,0
good game,0
game very boor,0
g gb in k h bbc hbhk,0
bohat achhhya hai khelne mai bohat maja aata hai,0
nice,0
fshg k,0
fgu,0
super power add game,0
very bad,0
game,0
so fun ok,0
game so cute sweet,0
nice,0
huggg ghv,0
super,0
is super game streaking game,0
worst game ever couldnt even play iteach time touched screen would move people seriously dont waste of time this game facewithsteamfromnose facewithsteamfromnose facewithsteamfromnose facewithsteamfromnose facewithsteamfromnose facewithsteamfromnose facewithsteamfromnose angryface angryface angryface angryface angryface angryface angryface ladybeetle crossmarkbutton crossmarkbutton crossmarkbutton ,0
bad game,0
imrankhan,0
bahut bkwass game gandi game,0
bharath,0
nice game,0
much,0
oops,0
 star star ,0
rohan nagar,0
classic game way many ad,0
game need improvement,0
cool so awesome,0
bad game tiredface tiredface facevomiting facevomiting ,0
happy,0
jk khan,0
osoum,0
game very nice,0
good game,0
shuvo,0
game bad poutingface poutingface poutingface ,0
bad,0
faltu,0
nice,0
cool,0
poor game give money,0
 angryface angryface grimacingface poutingface cryingface cryingface ,0
kzzye,0
nitish kumar,0
want in installed apps,0
vava,0
sushanth,0
nice,0
samarth,0
lot bug stupid design,0
ok,0
many ad therefore give one star,0
3years i really loved game is awesome i play i cant say it really wonderful,0
op,0
username assam,0
excellent,0
zuzzzz,0
cant install,0
 okhand okhand okhand okhand winkingface winkingface ,0
game so boring sleepingface unamusedface ,0
worse game only want put 0 star,0
duemt,0
heheh,0
giji gf tu,0
floor lava,0
ata amar khub poconder gam,0
nadee,0
banda game mora,0
hf,0
ert,0
is bed game,0
nice game,0
good night,0
worst game advise uhh to install,0
good,0
is good game temple run,0
aamir game over,0
royal akash,0
good,0
visakeesan 4a,0
gfp,0
mere man nhi tha kuch likhne ka jabardasti likhna pada isliye 1 star de rha hu nhi mai 5 star pe click kiya tha thank,0
cyndi ufo pico igloo ufo igloo igloo icu igbo igloo pink pick pump pull pink punk pink pump 9 pimp pimp pkko ok oh oh oh punk pink pimp pick pickup pickup igbo orono orinoco hbo igloo vi vu vip vu vu vu vu bio bio hi instrumental usually vivo bubo 6 unemployment gdoddogldjjdjdojdjejeueujejejejejjej9pittsburg lunch picnic odin picnic picnic picnic lunch lubbock oclock oclock oclock pick pittsburgh ouch picnic 9 only pinky pi university igbo 8 including 8 pocono 7 pumpkin ufo,0
fantastic,0
wonder ful game,0
sure,0
much ad,0
nice,0
subhasmita guru,0
ghatiya game,0
somveer,0
1 star bec fake game annoying hate fricking game normal tempel run way better dont waste gb download the real ome might even hate the character is very thin look like make of paper spit game hate this game bet you hate too dont download,0
yh game achha hai,0
best,0
next,0
good ,0
fdir2i faceblowingakiss faceblowingakiss ,0
bad game,0
wow,0
ok,0
lit,0
bad app,0
waw,0
 hundredpoints hundredpoints hundredpoints revolvinghearts revolvinghearts revolvinghearts ,0
 smilingfacewithsmilingeyes facewithtearsofjoy winkingfacewithtongue thumbsup winkingfacewithtongue okhand facewithtearsofjoy hey hey poutingface facewithtearsofjoy awesome howdy bbn,0
 redheart ,0
time pas,0
nandani,0
dad,0
good thie,0
problem all im going the conveniencestore you come here,0
pahltu game,0
ossum game,0
super game,0
1009basavali,0
a game favorite game temple run,0
game very nice smilingfacewithsmilingeyes smilingfacewithsmilingeyes ,0
game great thanks,0
i not good game,0
krish,0
game good freefire,0
super,0
 thumbsdown ,0
alx,0
good game,0
nice game,0
yah game jaise pahle confusedface sadbutrelievedface thi vaise hi kar pensiveface pensiveface pensiveface facewithsteamfromnose facewithsteamfromnose ,0
aman,0
harish,0
big bekaar,0
bad graphic,0
perde te koop day and rest day and the rest the day today love on the left side the bit for a bit for usa be back now they to that,0
amazing game,0
super cool coolbutton smilingfacewithsunglasses game,0
nalla vrithiketta kali facevomiting facevomiting ,0
bharth gowda,0
discard,0
ambagal,0
is bad game,0
ddv smilingfacewithsmilingeyes zippermouthface ,0
owo nice,0
day,0
praveen,0
just want say is very nice game,0
please,0
borring,0
 lion lion lion tigerface ,0
really good,0
very much bad game,0
shreeshant,0
valguar advertisement you showing end user plz stop vlaguar advertises,0
haure,0
bad game,0
bad,0
game amazing smilingfacewithhearteyes thumbsup ,0
also like kind game bored,0
 tongue tongue tongue tongue ,0
bad game wtih many ad bad graphic awful control is best described a gross game play,0
baterfall,0
make watch ad continue when say to continuing make watch ad anyway,0
pooja,0
is indiana jones ripoff,0
love,0
great,0
super cool fentastick game,0
hammad,0
khraw pyr khat rani,0
is best game the world globeshowingamericas globeshowingeuropeafrica favorite game rumple run,0
wow amazing game,0
good game,0
shashank,0
guy ruined game poping ad every everywhere sake money u guy the reason me uninstalling game,0
game very nice,0
google temple run,0
super facewithtongue ,0
alok kesarwan,0
good one,0
terrible,0
likitha,0
bhargavi ,0
mast game,0
mst,0
bhekety,0
nice game ad showing and,0
vishal,0
nice okhand ,0
awsm game,0
ritick,0
good,0
temple run life run,0
navaneeth sojan,0
awesome,0
0 intresting,0
game not downloading poutingface ,0
 starstruck ,0
love game it many ad it make not comfortable recommend this game dont put ad game this game offline why must adsactually want give than star least 3 4 cant i enjoy it okay the ad 510 second it long ishh the way thanks,0
is cool smilingfacewithhearteyes ,0
nice,0
star,0
not nice game free fire good,0
appu purpleheart ,0
hidden adhd dbdhtvd tv and are only thing ever happened the conveniencestore you guy to go backarrow my head hurt dhdhdhuddh,0
havent played yet l think great,0
name nani tample run super,0
mast game,0
 grinningface ,0
good game,0
thanmaya,0
good,0
bad,0
ska,0
is bad game,0
noice game,0
disgusting,0
musfica,0
interest,0
simpal game hai maja nhi aata smirkingface smirkingface smirkingface smirkingface smirkingface ,0
 loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface bat,0
chris bff bjn,0
hy hello,0
ok,0
waste angryface ,0
angel,0
hi friend,0
bad,0
 grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes ,0
amit deshi gemar,0
wa good like smilingfacewithhalo it not orginal old version temple run better this worriedface ,0
not good game free fire a good game,0
niec winkingface ,0
like temple run1 i hate 2,0
nice,0
hii nice game smilingfacewithhearts smilingfacewithhearts smilingfacewithhearts ,0
really fun game always the objective allergic gold run 1000 meter collecting coin is a lot bad i thought really nice you fixed problem,0
good nite temple run,0
beautiful design so beautiful dress,0
game pollishitive,0
karthik t,0
ueneek,0
bad game,0
bad,0
alif,0
boring,0
nice,0
nice,0
temple run grinningfacewithbigeyes,0
dislike game boring,0
 thumbsup ,0
sayentan da,0
temqle ru,0
good game,0
kishorspatil game,0
super,0
temple run game temple run double see again number give other city,0
 poutingface poutingface poutingface poutingface poutingface poutingface ,0
eee,0
parishhnrun,0
bhagh,0
gihan,0
runner not done,0
ye bahut kharab game,0
slow download,0
hate game,0
nice gameplay,0
best game,0
new update the worst game it,0
game yg seronokk,0
great,0
6g,0
sonu,0
 raj khanna,0
ha stopped tilt whats issue it solved,0
nice hmm,0
oop,0
h vv,0
full ad,0
 grinningfacewithsweat faceblowingakiss starstruck starstruck starstruck starstruck starstruck faceblowingakiss faceblowingakiss faceblowingakiss faceblowingakiss grinningfacewithsweat faceblowingakiss faceblowingakiss faceblowingakiss ,0
 fire fire fire fire ,0
rehab sari,0
a grt game update in term the speed well the graphic,0
 grinningfacewithsmilingeyes ,0
worst yaar,0
ahmad iqpal,0
 redheart redheart ,0
templerun,0
pubg k,0
cool ce jeu,0
game very bad,0
game awful dont even know to tilt angryface poutingface explodinghead ,0
bad,0
a cool game,0
harwinder shing boparai,0
 facewithsteamfromnose poutingface ,0
rimpi roy,0
suriya,0
gk,0
